x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,outcome
0.96,0.0,0.96,0.07400000000000001,3.36,1.44,0.0,0.0,150,0.96,0.149,0.48,1
0.0,0.0,0.43,0.0,0.87,0.0,0.0,0.0,495,0.43,0.395,0.0,1
2.36,0.78,0.0,0.341,1.57,1.57,0.78,0.0,115,1.57,0.682,0.0,1
0.81,0.0,0.0,0.0,2.43,0.81,0.0,0.0,113,2.43,0.121,0.0,1
1.32,0.46,0.0,0.524,3.11,0.23,0.38,0.0,2227,0.15,0.36,0.31,1
1.31,1.31,0.87,0.218,4.38,0.0,0.43,0.0,134,0.87,1.021,0.0,1
3.7,0.0,0.0,0.0,4.93,1.23,1.23,0.0,71,0.0,0.234,0.0,1
1.58,0.0,1.58,0.0,3.17,1.58,0.0,0.0,46,1.58,0.371,0.0,1
3.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,87,0.0,0.5589999999999999,0.0,1
0.32,0.0,0.0,0.061,0.98,0.0,0.0,0.0,434,0.0,0.185,0.0,1
0.47,0.0,0.94,0.0,1.89,0.0,0.0,0.0,102,0.94,0.0,0.0,1
2.75,0.0,0.0,0.0,0.91,0.0,0.0,0.0,87,0.0,0.565,0.0,1
0.92,0.0,0.0,0.079,1.15,0.17,0.0,0.0,1312,0.34,0.08900000000000001,0.0,1
0.92,0.0,0.0,0.079,1.04,0.17,0.0,0.0,1310,0.34,0.08900000000000001,0.0,1
1.73,0.0,0.86,0.0,3.47,0.86,0.0,0.0,55,0.0,0.457,0.0,1
1.73,0.0,0.86,0.0,3.47,0.86,0.0,0.0,55,0.0,0.759,0.0,1
0.0,0.0,0.0,0.059,0.38,0.0,0.0,0.38,1180,1.14,1.008,0.0,1
0.0,0.0,0.0,0.059,0.38,0.0,0.0,0.38,1180,1.14,1.005,0.0,1
0.0,0.0,0.0,0.059,0.38,0.0,0.0,0.38,1178,1.14,1.008,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,0.21,0.034,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,0.2,0.034,0.0,1
0.65,0.0,1.31,0.0,3.28,0.0,0.0,0.0,71,0.65,0.522,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,0.21,0.034,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,0.2,0.034,0.0,1
3.0,0.0,0.3,0.0,2.4,0.9,0.6,0.0,281,0.3,0.14400000000000002,0.6,1
3.24,0.0,0.32,0.166,2.27,0.32,0.32,0.0,139,0.64,0.0,0.0,1
0.42,0.85,0.25,0.118,1.62,0.25,0.08,0.0,1402,0.85,0.435,0.17,1
0.91,0.0,0.45,0.0,1.83,2.75,0.0,0.0,621,0.0,2.077,0.0,1
1.03,0.0,1.03,0.0,2.06,2.06,0.0,0.0,139,3.09,0.0,0.0,1
1.04,0.0,1.04,0.0,2.08,2.08,0.0,0.0,139,3.12,0.0,0.0,1
1.03,0.0,1.03,0.0,2.06,2.06,0.0,0.0,139,3.09,0.0,0.0,1
0.46,0.0,0.0,0.0,1.86,1.4,0.0,0.0,139,2.8,0.74,0.0,1
0.0,0.0,1.21,0.0,4.87,1.21,0.0,0.0,57,0.0,0.0,0.0,1
2.63,0.0,0.0,0.099,1.31,1.97,0.0,0.0,101,2.63,0.198,0.0,1
0.26,0.0,0.0,0.043,1.05,0.0,0.0,0.0,885,0.0,0.175,0.26,1
0.74,0.74,0.74,0.118,4.47,0.74,3.73,0.0,44,0.0,0.355,0.74,1
5.19,0.0,0.0,0.208,1.29,0.0,0.0,0.0,53,0.0,0.0,0.0,1
0.17,0.0,0.0,0.018000000000000002,0.07,0.05,0.1,0.02,3271,0.02,0.112,0.0,1
0.66,0.0,0.0,0.118,0.66,0.0,0.0,0.0,132,0.66,0.355,0.0,1
0.67,0.0,0.0,0.118,0.67,0.0,0.0,0.0,132,0.67,0.35600000000000004,0.0,1
0.0,0.0,1.07,0.0,1.07,0.0,0.0,0.0,119,0.53,0.0,0.0,1
0.27,0.0,0.0,0.047,1.09,0.27,0.0,0.0,273,0.0,0.142,0.0,1
0.0,0.0,1.07,0.0,1.07,0.0,0.0,0.0,119,0.53,0.0,0.0,1
0.92,0.76,0.0,0.289,1.84,0.0,0.0,0.0,446,0.0,0.52,0.0,1
1.19,0.0,0.0,0.037000000000000005,3.81,0.23,0.0,0.0,543,0.23,1.046,0.23,1
1.9,0.0,0.23,0.0,3.8,0.0,0.71,0.0,242,0.23,0.238,0.0,1
1.19,0.0,0.0,0.037000000000000005,3.81,0.23,0.0,0.0,543,0.23,1.046,0.23,1
2.02,0.0,0.0,0.191,0.86,0.57,1.15,0.0,622,0.28,1.147,0.0,1
0.9,0.9,0.9,0.13,5.4,0.9,4.5,0.0,43,0.0,0.391,0.9,1
0.74,0.74,0.74,0.118,4.47,0.74,3.73,0.0,43,0.0,0.355,0.74,1
1.46,0.16,0.0,0.107,0.81,1.95,0.0,0.0,1038,0.16,0.134,0.32,1
0.27,0.27,0.0,0.504,1.08,1.08,0.0,0.0,578,0.0,0.458,0.0,1
1.71,1.28,0.21,0.271,0.64,0.0,0.21,0.0,869,0.85,0.465,0.0,1
3.22,0.64,0.64,0.313,1.29,0.64,0.64,0.0,113,1.29,0.522,0.0,1
2.18,0.0,1.63,0.171,4.91,0.54,2.73,0.0,70,0.0,0.0,0.54,1
4.68,0.0,0.0,0.073,4.16,0.0,0.0,0.0,103,0.0,0.3670000000000001,0.0,1
0.94,0.0,0.0,0.112,2.65,0.0,0.37,0.0,237,0.0,0.31,0.0,1
1.07,0.0,0.0,0.08800000000000001,3.22,0.0,0.0,0.0,332,0.53,0.265,0.0,1
5.26,0.0,0.0,0.213,1.31,0.0,0.0,0.0,53,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,273,0.0,0.5870000000000001,0.0,1
2.05,1.36,0.68,0.2,2.73,1.36,0.0,0.0,137,0.0,1.706,0.0,1
1.16,0.0,1.16,0.0,2.32,1.93,0.0,0.0,556,0.0,0.198,0.38,1
2.73,0.0,0.27,0.0,2.46,0.82,0.54,0.0,276,0.27,0.13,0.54,1
1.25,0.94,0.0,0.438,3.14,1.25,0.62,0.0,319,0.31,0.39,0.0,1
2.19,0.0,0.0,0.0,3.29,1.09,1.09,0.0,96,0.0,0.371,0.0,1
0.7,0.6,0.5,0.158,1.31,0.1,0.0,0.0,1351,0.8,0.491,0.3,1
0.81,0.0,0.0,0.0,3.27,0.0,0.81,0.0,189,0.81,0.26,0.0,1
3.1,0.0,0.0,0.201,1.86,0.62,0.0,0.0,271,0.0,1.105,0.0,1
0.41,0.0,0.0,0.062,0.41,0.41,0.0,0.0,65,0.0,0.312,0.0,1
0.82,0.0,1.65,0.0,2.47,2.47,0.0,0.0,445,2.06,0.199,0.0,1
0.82,0.0,1.65,0.0,2.47,2.47,0.0,0.0,445,2.06,0.199,0.0,1
0.82,0.0,1.65,0.0,2.47,2.47,0.0,0.0,445,2.06,0.199,0.0,1
3.89,0.0,0.0,0.0,3.89,1.29,0.0,0.0,79,0.0,0.236,0.0,1
5.4,0.0,0.0,0.162,1.8,0.45,0.0,0.0,767,0.45,1.626,0.0,1
4.97,0.0,0.0,0.244,1.8,0.45,0.0,0.0,773,0.45,1.631,0.0,1
5.04,0.0,0.0,0.245,1.83,0.45,0.0,0.0,773,0.45,1.633,0.0,1
2.06,0.0,0.41,0.132,1.23,2.47,1.65,0.0,301,0.41,0.53,1.65,1
1.08,0.0,0.0,1.3130000000000002,3.75,0.0,0.09,0.0,757,0.39,5.848,0.0,1
5.26,0.0,0.0,0.212,1.31,0.0,0.0,0.0,53,0.0,0.0,0.0,1
5.26,0.0,0.0,0.212,1.31,0.0,0.0,0.0,53,0.0,0.0,0.0,1
1.2,0.0,0.0,0.141,2.7,0.3,0.0,0.0,201,0.0,0.189,0.0,1
0.94,1.41,0.94,0.221,4.24,0.0,0.47,0.0,219,0.94,1.254,0.0,1
2.53,0.0,0.0,0.467,1.08,0.36,0.36,0.0,736,0.0,1.203,0.36,1
1.47,0.0,0.0,0.254,2.94,7.35,0.0,0.0,107,0.0,1.272,0.0,1
1.47,0.0,0.0,0.254,2.94,7.35,0.0,0.0,109,0.0,1.272,0.0,1
1.03,0.0,0.51,0.0,3.1,0.0,1.03,0.0,94,0.51,0.18,0.0,1
1.01,0.0,0.5,0.0,3.04,0.0,1.01,0.0,95,0.5,0.17800000000000002,0.0,1
2.6,0.0,0.0,0.471,1.48,0.37,0.37,0.0,736,0.0,1.211,0.37,1
1.08,0.0,0.0,1.311,3.75,0.0,0.09,0.0,757,0.39,5.84,0.0,1
2.53,0.0,0.0,0.467,1.08,0.36,0.36,0.0,736,0.0,1.203,0.36,1
0.9,0.15,0.0,0.05,2.26,0.0,0.3,0.0,427,0.9,0.376,0.0,1
0.45,0.0,0.0,0.0,1.51,0.0,0.0,0.0,208,0.75,0.087,0.0,1
2.48,0.0,0.06,0.041,3.82,0.0,0.06,0.0,1030,0.44,0.133,0.25,1
0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,75,0.0,0.573,0.0,1
0.92,0.0,0.0,0.079,1.09,0.17,0.0,0.0,1310,0.34,0.099,0.0,1
3.57,0.0,0.0,0.0,3.57,1.19,0.0,1.19,95,0.0,0.204,0.0,1
1.34,0.44,0.44,0.8959999999999999,2.24,0.44,0.89,0.0,325,1.34,0.482,0.0,1
2.32,0.0,0.0,0.403,2.32,0.77,0.77,0.0,109,0.77,0.672,0.0,1
1.12,0.84,0.14,0.342,1.82,0.0,0.28,0.0,1622,0.0,0.045,0.84,1
0.7,0.6,0.5,0.158,1.31,0.1,0.0,0.0,1351,0.8,0.49,0.3,1
2.4,0.0,0.0,0.0,2.4,0.8,0.8,0.0,107,0.8,0.823,0.0,1
3.27,0.0,0.0,0.266,3.27,1.63,0.0,0.0,36,0.0,0.8,0.0,1
1.39,0.0,0.69,0.0,3.49,0.0,0.0,0.0,183,1.39,0.196,0.0,1
1.04,1.57,0.0,0.269,3.66,1.04,0.0,0.0,272,0.0,0.539,0.52,1
3.25,0.0,0.32,0.166,2.28,0.32,0.32,0.0,139,0.65,0.0,0.0,1
3.25,0.0,0.32,0.166,2.28,0.32,0.32,0.0,139,0.65,0.0,0.0,1
0.42,0.85,0.25,0.118,1.62,0.25,0.08,0.0,1414,0.85,0.486,0.17,1
1.11,0.82,0.05,0.16699999999999998,4.21,0.0,0.64,0.0,462,1.52,0.01,0.05,1
0.81,0.27,0.0,0.051,4.87,0.0,0.27,0.0,374,0.0,0.8740000000000001,0.0,1
1.76,0.0,0.0,0.132,3.53,0.44,0.0,0.0,442,0.0,0.6629999999999999,0.0,1
1.14,0.0,0.0,0.0,3.44,4.59,0.0,0.0,110,2.29,1.939,0.0,1
3.57,3.57,0.0,0.606,0.0,0.0,0.0,0.0,28,0.0,0.606,0.0,1
0.54,0.0,0.0,0.0,2.7,0.0,1.08,0.0,82,2.16,0.0,0.0,1
2.75,0.0,0.0,0.0,0.91,0.0,0.0,0.0,87,0.0,0.5670000000000001,0.0,1
1.41,0.35,0.7,0.063,6.0,0.7,0.0,0.0,95,1.06,0.381,0.0,1
2.73,0.0,2.73,0.0,4.1,0.0,0.0,0.0,89,0.68,1.244,0.0,1
0.83,0.0,0.55,0.0,0.55,0.0,1.11,0.0,1130,0.27,0.301,0.0,1
0.67,0.09,0.09,0.047,0.77,0.0,0.19,0.0,432,0.58,0.5589999999999999,0.29,1
0.0,0.0,1.61,0.0,0.0,1.61,0.0,0.0,37,0.0,0.804,0.0,1
0.97,0.0,0.97,0.16699999999999998,0.0,0.97,0.0,0.97,77,0.97,0.0,0.0,1
1.12,0.0,2.25,0.0,3.38,0.0,0.0,0.0,375,1.12,0.503,0.0,1
2.03,0.0,0.4,0.397,2.23,0.1,0.0,0.0,1042,0.61,0.976,0.1,1
2.41,0.8,0.0,0.36,1.61,0.8,0.8,0.0,124,1.61,1.5619999999999998,0.0,1
5.26,0.0,0.0,0.212,1.31,0.0,0.0,0.0,53,0.0,0.0,0.0,1
1.47,0.0,1.47,0.16899999999999998,0.0,1.47,1.47,0.0,170,0.0,0.508,0.0,1
0.92,0.0,0.0,0.079,1.04,0.17,0.0,0.0,1313,0.34,0.099,0.0,1
0.81,0.0,0.81,0.123,1.22,0.0,0.0,0.0,302,0.81,0.0,0.0,1
1.74,0.0,0.58,0.271,2.62,0.0,0.87,0.0,162,0.87,0.0,0.0,1
1.08,0.84,0.06,0.16899999999999998,4.41,0.0,0.72,0.0,447,1.57,0.01,0.06,1
0.2,0.03,0.0,0.011,0.45,0.03,0.0,1.18,2510,0.1,0.029,0.0,1
1.24,0.0,0.0,0.5489999999999999,3.73,0.41,0.0,0.0,114,0.0,0.481,0.0,1
0.57,0.16,0.08,0.08199999999999999,1.87,0.08,0.0,0.0,2923,0.08,0.55,0.08,1
2.03,0.0,0.4,0.397,2.23,0.1,0.0,0.0,1045,0.6,0.977,0.1,1
1.13,0.9,0.45,0.15,1.58,0.22,0.0,0.0,1324,0.0,0.037000000000000005,0.22,1
5.26,0.0,0.0,0.212,1.31,0.0,0.0,0.0,53,0.0,0.0,0.0,1
0.0,0.4,0.0,0.0,1.22,0.4,0.0,0.0,261,0.0,0.198,0.0,1
2.29,0.0,0.38,0.0,3.43,0.38,0.0,0.0,104,0.38,0.121,0.38,1
0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,16,0.0,0.544,0.0,1
1.23,0.06,0.0,0.092,1.16,0.0,0.2,0.0,703,0.61,0.472,0.27,1
1.36,0.0,1.36,0.17,0.0,1.36,1.36,0.0,160,0.0,0.17,0.0,1
1.53,0.0,0.0,0.868,2.3,0.0,0.0,0.0,157,0.0,2.894,0.0,1
1.63,0.0,0.0,0.0,3.27,0.81,0.0,0.0,65,2.45,0.258,0.0,1
3.87,0.0,0.33,0.056,2.02,0.0,1.68,0.0,621,0.33,1.151,0.33,1
1.08,0.0,0.0,0.979,3.75,0.0,0.09,0.0,740,0.39,5.212999999999999,0.0,1
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,54,0.0,2.597,0.0,1
1.04,0.75,0.05,0.162,4.25,0.0,0.69,0.0,454,1.45,0.01,0.05,1
1.36,0.0,0.27,0.04,2.45,0.0,0.0,0.0,227,0.54,0.489,0.0,1
1.61,0.0,0.0,0.0,3.22,0.8,0.0,0.0,64,3.22,0.511,0.0,1
1.1,0.0,2.2,0.0,3.31,0.0,0.0,0.0,386,1.1,0.496,0.0,1
1.1,0.0,2.2,0.0,3.31,0.0,0.0,0.0,387,1.1,0.496,0.0,1
3.19,0.0,0.31,0.162,2.55,0.31,0.31,0.0,144,0.63,0.0,0.0,1
1.38,0.34,0.69,0.063,5.9,0.69,0.0,0.0,96,1.04,0.379,0.0,1
1.56,0.0,1.56,0.183,0.0,1.56,1.56,0.0,164,0.0,0.0,0.0,1
1.08,0.0,2.16,0.0,3.24,0.0,0.0,0.0,379,1.08,0.488,0.0,1
1.44,0.0,0.28,0.0,1.01,1.88,0.14,0.0,477,0.28,0.21,0.14,1
1.1,0.22,0.0,0.196,1.32,0.22,0.0,0.0,629,0.22,0.13,0.22,1
0.88,0.14,0.0,0.048,2.2,0.0,0.29,0.0,428,0.88,0.388,0.0,1
1.85,0.0,0.07,0.16699999999999998,3.55,0.0,0.14,0.0,795,0.51,0.16699999999999998,0.07,1
3.19,0.0,0.31,0.163,2.55,0.31,0.31,0.0,144,0.63,0.0,0.0,1
3.19,0.0,0.31,0.163,2.55,0.31,0.31,0.0,144,0.63,0.0,0.0,1
1.11,0.81,0.05,0.16699999999999998,4.21,0.0,0.64,0.0,467,1.52,0.01,0.05,1
1.45,1.45,0.97,0.232,4.36,0.0,0.48,0.0,186,0.48,1.085,0.0,1
1.24,0.0,0.0,0.5489999999999999,3.73,0.41,0.0,0.0,114,0.0,0.48,0.0,1
0.94,0.34,0.08,0.294,3.0,0.08,0.0,0.0,535,0.08,0.261,0.34,1
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,0.0,0.233,0.0,1
3.27,0.0,1.63,0.0,1.63,0.0,0.0,0.0,12,0.0,0.0,0.0,1
3.14,0.34,0.08,0.014,1.2,0.0,0.17,0.0,1140,0.43,0.092,0.0,1
3.14,0.34,0.08,0.014,1.2,0.0,0.17,0.0,1140,0.43,0.092,0.0,1
1.73,0.0,0.34,0.174,4.86,0.69,0.0,0.0,89,0.34,0.638,0.34,1
2.9,0.0,0.29,0.0,2.61,0.87,0.58,0.0,274,0.29,0.14,0.58,1
0.0,0.0,0.45,0.0,0.9,0.0,0.0,0.0,440,0.45,0.07200000000000001,0.0,1
2.22,0.0,0.2,0.066,3.44,0.4,0.0,0.0,192,0.0,0.133,0.0,1
5.33,0.0,1.33,1.492,1.33,0.0,0.0,0.0,233,0.0,0.213,0.0,1
3.32,0.44,0.44,0.156,3.32,0.44,0.0,0.0,1734,1.77,0.588,0.0,1
0.9,0.0,0.0,0.0,6.36,0.0,0.0,0.0,75,0.0,0.292,0.0,1
1.49,0.0,0.74,0.233,0.0,0.0,0.0,0.0,72,0.74,0.467,0.0,1
0.85,0.0,0.28,0.0,1.7,0.14,0.0,0.0,826,1.28,0.13,0.0,1
1.13,0.37,0.37,0.189,2.65,0.37,0.75,0.0,253,1.13,0.882,0.0,1
2.66,0.0,0.0,0.514,2.66,0.0,2.66,0.0,62,0.0,1.7990000000000002,0.0,1
0.72,0.0,0.0,0.113,2.54,0.72,0.0,0.36,139,1.45,0.963,0.0,1
1.08,1.62,1.08,0.261,4.32,0.54,0.54,0.0,181,0.54,1.218,0.0,1
0.0,5.45,0.0,0.943,1.81,1.81,0.0,0.0,53,0.0,0.628,0.0,1
1.44,0.48,0.48,0.957,1.92,0.48,0.96,0.0,328,0.96,0.515,0.0,1
1.96,0.0,0.0,0.0,2.94,0.98,0.0,0.98,59,0.98,0.278,0.98,1
0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,11,0.0,0.833,0.0,1
0.0,0.0,0.18,0.0,0.56,1.89,0.0,0.0,1261,0.18,0.0,0.0,1
1.21,0.0,0.0,0.14300000000000002,2.74,0.3,0.0,0.0,196,0.0,0.191,0.0,1
4.0,0.0,0.0,0.0,2.66,1.33,0.0,0.0,44,0.0,1.3259999999999998,0.0,1
1.36,0.27,0.03,0.136,2.75,0.51,0.34,0.0,1955,0.23,0.379,0.1,1
1.21,0.0,0.0,0.142,2.72,0.3,0.0,0.0,199,0.0,0.19,0.0,1
1.74,0.0,0.58,0.239,0.58,0.58,0.58,0.0,207,0.58,0.239,0.0,1
1.86,0.0,0.46,0.0,2.8,0.0,0.0,0.0,313,0.46,0.37,0.0,1
3.03,0.0,0.0,0.211,2.12,0.3,0.3,0.0,185,0.3,0.0,0.0,1
3.02,0.0,0.0,0.21,2.11,0.3,0.3,0.0,186,0.3,0.0,0.0,1
6.54,0.0,0.0,0.0,3.57,0.0,0.0,0.0,161,0.59,0.103,0.0,1
1.43,0.94,0.02,0.523,3.05,0.33,0.42,0.0,4128,0.08,0.325,0.21,1
1.74,0.0,0.58,0.239,0.58,0.58,0.58,0.0,207,0.58,0.239,0.0,1
3.03,0.0,0.0,0.211,2.12,0.3,0.3,0.0,184,0.3,0.0,0.0,1
3.03,0.0,0.0,0.211,2.12,0.3,0.3,0.0,184,0.3,0.0,0.0,1
2.63,0.71,0.0,0.402,5.26,0.71,1.43,0.0,392,0.23,0.402,0.0,1
0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,204,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,9,0.0,4.347,0.0,1
1.44,0.48,0.0,0.184,1.2,0.48,0.0,0.0,264,0.72,0.036000000000000004,0.48,1
1.44,0.48,0.0,0.184,1.2,0.48,0.0,0.0,264,0.72,0.036000000000000004,0.48,1
0.77,0.34,0.08,0.263,3.03,0.08,0.0,0.0,526,0.08,0.263,0.34,1
0.87,0.0,0.0,0.0,0.87,0.0,1.74,0.0,179,0.87,0.802,0.0,1
0.87,0.0,0.0,0.0,0.87,0.0,1.74,0.0,179,0.87,0.8740000000000001,0.0,1
2.9,0.0,0.29,0.0,2.61,0.87,0.58,0.0,274,0.29,0.14,0.58,1
0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,50,0.0,0.5429999999999999,0.0,1
4.04,0.0,0.0,0.118,2.94,0.0,0.73,0.0,75,0.36,0.653,0.0,1
0.38,0.77,0.0,0.312,0.58,0.0,0.0,0.0,543,0.38,0.364,0.0,1
3.17,0.34,0.08,0.014,1.2,0.0,0.17,0.0,574,0.42,0.099,0.0,1
1.05,0.0,0.26,0.0,1.32,0.79,0.0,0.0,566,0.26,0.327,0.26,1
1.48,1.01,0.05,0.7929999999999999,3.21,0.1,0.44,0.0,3213,0.05,0.34600000000000003,0.26,1
2.0,0.0,0.54,0.305,1.82,0.36,0.18,0.0,447,1.09,0.249,0.0,1
3.17,0.34,0.08,0.014,1.2,0.0,0.17,0.0,574,0.42,0.099,0.0,1
3.79,0.0,0.0,0.475,2.53,0.0,2.53,0.0,67,0.0,1.9,0.0,1
0.0,0.0,0.36,0.053,3.3,0.36,0.0,0.0,496,0.0,0.053,0.0,1
4.52,0.37,0.0,0.197,2.26,0.37,0.0,0.0,998,0.37,1.248,0.37,1
1.15,0.0,0.0,0.0,3.46,0.0,0.0,0.0,54,0.0,0.107,0.57,1
2.17,0.0,0.0,0.0,2.17,0.0,0.0,0.0,56,0.0,0.411,0.0,1
1.09,0.0,0.0,1.33,3.79,0.0,0.09,0.0,725,0.39,5.924,0.0,1
1.93,0.0,0.38,0.0,3.87,0.38,0.0,0.0,99,0.38,0.123,0.38,1
3.17,3.17,0.0,0.597,3.17,0.0,0.0,0.0,30,0.0,0.298,0.0,1
0.49,0.0,0.0,0.0,4.43,0.49,1.47,0.0,330,2.46,0.424,0.0,1
1.93,0.0,0.38,0.0,3.87,0.38,0.0,0.0,99,0.38,0.123,0.38,1
0.7,0.19,0.38,0.073,1.67,0.0,0.0,0.0,766,0.19,0.25,0.0,1
2.24,0.0,0.37,0.122,2.99,0.0,0.0,0.0,208,0.0,0.061,1.12,1
1.98,0.0,0.39,0.211,3.96,0.0,1.58,0.0,118,1.58,0.705,0.0,1
0.41,0.41,0.41,5.3,2.9,1.65,0.41,0.0,344,0.0,0.904,0.0,1
1.23,0.29,0.09,0.111,1.53,0.0,0.14,0.0,1645,1.04,0.431,0.04,1
0.41,0.41,0.41,5.3,2.9,1.65,0.41,0.0,344,0.0,0.904,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,0.0,0.0,1
4.87,0.0,1.21,0.0,2.43,0.0,4.87,0.0,314,1.21,0.555,1.21,1
1.92,0.48,0.0,0.087,6.73,0.96,0.0,0.0,50,0.0,0.174,0.0,1
1.49,0.99,0.05,0.858,3.23,0.1,0.47,0.0,3160,0.05,0.328,0.26,1
0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,170,1.47,1.5619999999999998,0.0,1
1.06,1.59,1.06,0.259,4.25,1.06,0.53,0.0,189,0.53,1.208,0.0,1
1.24,0.0,0.0,0.5489999999999999,3.73,0.41,0.0,0.0,114,0.0,0.48,0.0,1
1.67,0.0,0.55,0.345,3.91,0.55,2.79,0.0,200,2.23,1.208,0.0,1
1.67,0.0,0.55,0.345,3.91,0.55,2.79,0.0,200,2.23,1.207,0.0,1
4.54,0.37,0.0,0.196,2.27,0.37,0.0,0.0,1000,0.37,1.246,0.37,1
3.81,0.17,0.0,0.141,1.9,0.34,1.03,0.0,711,0.17,1.275,0.17,1
1.27,0.0,0.0,0.061,2.81,0.0,0.12,0.0,477,0.12,0.371,0.12,1
1.65,0.0,1.18,0.0,2.83,0.23,1.41,0.0,83,1.89,0.08,0.23,1
1.5,1.02,0.05,0.78,3.24,0.26,0.44,0.0,3059,0.05,0.329,0.26,1
1.35,0.0,0.0,0.0,1.8,0.45,0.45,0.0,122,1.35,0.138,0.0,1
0.0,0.0,1.23,0.0,0.0,1.23,0.0,0.0,40,0.0,1.939,0.0,1
0.0,0.0,1.23,0.0,0.0,1.23,0.0,0.0,40,0.0,1.947,0.0,1
0.0,0.0,1.23,0.0,0.0,1.23,0.0,0.0,40,0.0,1.949,0.0,1
0.49,0.39,0.19,0.189,1.38,0.0,0.0,0.0,477,0.09,0.586,0.09,1
1.37,0.34,0.68,0.062,5.86,0.68,0.0,0.0,91,1.03,0.503,0.0,1
0.27,0.0,0.0,0.182,2.2,0.0,0.0,0.0,435,0.0,0.136,0.27,1
1.09,0.0,0.0,0.6920000000000001,0.0,0.0,0.0,0.0,84,0.0,0.0,0.0,1
1.27,0.0,0.0,0.061,2.8,0.0,0.12,0.0,475,0.12,0.371,0.12,1
3.61,0.0,1.2,0.0,2.4,0.0,4.81,0.0,301,1.2,0.331,1.2,1
2.47,0.24,0.24,0.155,1.23,0.0,1.23,0.0,485,0.24,1.634,0.24,1
1.21,0.0,0.6,0.103,1.81,0.0,0.0,0.0,259,0.6,0.619,0.0,1
1.38,0.0,0.0,0.217,0.92,0.92,0.0,0.0,224,1.38,0.795,0.46,1
1.35,0.0,0.0,0.0,1.35,0.0,0.0,0.0,132,0.0,2.362,0.0,1
2.94,0.0,1.47,0.147,0.0,0.0,2.94,0.0,288,0.0,0.294,1.47,1
1.99,0.0,0.0,0.312,0.99,0.49,0.0,0.0,190,1.49,0.625,0.49,1
1.6,0.0,0.53,0.0,2.67,0.0,0.0,0.0,81,0.0,0.0,0.0,1
1.11,0.0,0.0,0.0,5.55,0.0,0.0,0.0,114,0.0,1.473,0.0,1
1.7,0.0,0.56,0.349,3.97,0.56,3.4,0.0,194,2.27,1.135,0.0,1
1.77,0.0,0.0,0.168,4.84,0.0,0.11,0.0,795,0.23,0.13,0.11,1
0.93,0.0,0.0,0.0,3.18,0.0,0.37,0.0,70,1.12,0.441,0.0,1
2.38,0.47,0.0,0.248,2.38,0.0,0.95,0.0,249,1.42,0.496,0.0,1
0.93,0.0,0.0,0.0,3.18,0.0,0.37,0.0,70,1.12,0.441,0.0,1
1.45,0.48,0.0,0.184,1.21,0.48,0.0,0.0,255,0.72,0.036000000000000004,0.48,1
2.17,0.0,0.36,0.0,2.89,0.0,0.0,0.0,234,1.44,0.0,0.72,1
1.35,0.0,0.0,0.0,1.35,0.0,0.0,0.0,132,0.0,2.4130000000000003,0.0,1
1.42,0.0,0.0,0.0,1.9,0.47,0.0,0.0,359,0.47,0.0,0.47,1
1.42,0.0,0.0,0.0,1.9,0.47,0.0,0.0,359,0.47,0.0,0.47,1
1.36,0.97,0.04,0.7340000000000001,2.93,0.23,0.4,0.0,3016,0.04,0.311,0.23,1
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,40,0.0,0.909,0.0,1
0.7,0.6,0.5,0.158,1.31,0.1,0.0,0.0,1351,0.8,0.49,0.3,1
2.94,0.0,1.47,0.147,0.0,0.0,2.94,0.0,286,0.0,0.294,1.47,1
1.69,0.0,0.56,0.34700000000000003,3.95,0.56,3.38,0.0,194,2.25,1.217,0.0,1
0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,20,2.38,0.0,0.0,1
0.92,0.0,0.0,0.0,3.14,0.0,0.37,0.0,73,1.11,0.434,0.0,1
0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,25,0.0,0.462,0.0,1
1.5,1.11,0.05,0.784,3.25,0.26,0.44,0.0,3029,0.05,0.344,0.26,1
0.0,0.0,0.0,0.0,4.09,0.81,0.0,0.0,143,0.0,0.706,0.0,1
0.47,0.0,0.0,1.357,2.63,0.23,0.0,0.0,450,0.0,0.327,0.0,1
